vano,mes,hom_doloso,lesao_corp_morte,latrocinio,hom_por_interv_policial,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,indicador_letalidade,indicador_roubo_rua,indicador_roubo_veic,registro_ocorrencias,fase
2002,3,614,7.0,20,63.0,361,6554,,230.0,3769.0,682,134,3262,413,1578,465,9,,1422.0,,,,2812,10777,1781,778,,,,6513,9072,0.0,,,,966,,,,2638,,,,,5326.0,416.0,123,4.0,,,704,3465,3262,42741.0,3
2002,4,668,7.0,24,70.0,311,6367,,222.0,3585.0,669,165,3490,459,1722,508,14,,1369.0,,,,2954,11350,1839,842,,,,6364,9045,2.0,,,,879,,,,3046,,,,,5652.0,409.0,87,2.0,,,769,3599,3490,43805.0,3
2002,5,667,6.0,22,75.0,372,6296,,205.0,3466.0,638,166,3210,412,1616,482,13,,1324.0,,,,2632,10493,1806,863,,,,6275,8944,4.0,,,,914,,,,3009,,,,,5697.0,419.0,116,5.0,,,770,3422,3210,43388.0,3
2002,6,552,7.0,15,58.0,325,6133,,203.0,3481.0,530,135,2538,251,1472,404,8,,913.0,,,,2089,8340,1550,808,,,,5594,7952,2.0,,,,941,,,,2334,,,,,5004.0,376.0,99,8.0,,,632,2789,2538,38595.0,3
2002,7,528,1.0,11,73.0,326,5426,,216.0,3288.0,568,130,2682,293,1535,393,12,,943.0,,,,2337,8893,1621,827,,,,6062,8510,2.0,,,,1099,,,,2556,,,,,4998.0,428.0,130,6.0,,,613,2871,2682,40149.0,3
2002,8,493,9.0,12,99.0,363,6512,,204.0,3828.0,583,140,2509,317,1683,426,4,,1005.0,,,,2255,8922,1630,893,,,,6420,8943,2.0,,,,1247,,,,2336,,,,,5763.0,430.0,118,7.0,,,613,3114,2509,42695.0,3
2002,9,540,6.0,17,75.0,305,5748,,232.0,3683.0,546,154,2478,296,1528,422,10,,958.0,,,,2090,8482,1753,814,,,,6212,8779,4.0,,,,1137,,,,2391,,,,,5296.0,427.0,121,2.0,,,638,2908,2478,40036.0,3
2002,10,577,3.0,17,73.0,354,7387,,224.0,3936.0,540,140,2827,353,1754,507,5,,1060.0,,,,2486,9672,1733,933,,,,6731,9397,2.0,,,,1261,,,,2595,,,,,6525.0,444.0,110,8.0,,,670,3321,2827,45692.0,3
2002,11,545,4.0,22,105.0,356,6676,,184.0,3753.0,572,169,2953,366,1730,436,13,,953.0,,,,2486,9678,1875,857,,,,6708,9440,1.0,,,,1121,,,,2659,,,,,5984.0,438.0,129,5.0,,,676,3119,2953,43619.0,3
2002,12,632,8.0,12,66.0,387,7273,,222.0,4014.0,687,183,3098,482,1795,499,8,,883.0,,,,2605,10240,1769,1052,,,,7152,9973,2.0,,,,1044,,,,2649,,,,,5797.0,437.0,148,4.0,,,718,3177,3098,44760.0,3
2003,1,589,6.0,20,90.0,365,6896,245.0,163.0,3097.0,589,172,3236,357,1427,658,5,1.0,966.0,18.0,210.0,,2657,10296,1940,983,49.0,760.0,,6751,10483,2.0,23.0,0.0,885.0,1003,,,,2725,,,,,6127.0,409.0,144,3.0,3.0,2.0,705,3051,3236,44793.0,3
2003,2,583,4.0,12,111.0,361,7099,221.0,188.0,3207.0,720,170,3169,443,1532,691,12,0.0,963.0,20.0,234.0,,2680,10634,1732,858,53.0,648.0,,7044,10335,3.0,29.0,0.0,802.0,1159,,,,2678,,,,,6047.0,425.0,186,5.0,2.0,0.0,710,3186,3169,45403.0,3
2003,3,613,5.0,16,113.0,332,6968,236.0,188.0,2993.0,640,178,2923,310,1537,683,8,1.0,982.0,33.0,189.0,,2492,9976,1833,943,55.0,647.0,,7498,10976,0.0,30.0,0.0,821.0,1133,,,,2670,,,,,5793.0,462.0,156,7.0,7.0,1.0,747,3202,2923,45417.0,3
2003,4,585,11.0,14,125.0,297,6441,215.0,207.0,3083.0,702,169,2966,303,1529,624,10,0.0,1007.0,37.0,232.0,,2643,10222,1694,780,57.0,540.0,,7338,10409,3.0,41.0,0.0,819.0,1061,,,,2703,,,,,5626.0,346.0,120,4.0,4.0,1.0,735,3160,2966,44184.0,3
2003,5,599,6.0,20,96.0,381,5843,189.0,228.0,3282.0,712,188,3167,345,1558,663,3,1.0,1072.0,26.0,273.0,,2867,10875,1805,812,57.0,554.0,,7186,10414,2.0,57.0,0.0,874.0,1019,,,,2960,,,,,5436.0,417.0,147,4.0,4.0,1.0,721,3293,3167,45572.0,3
2003,6,546,2.0,14,86.0,316,6301,198.0,236.0,3239.0,643,140,2686,312,1426,540,4,0.0,963.0,31.0,246.0,,2487,9478,1535,786,36.0,484.0,,6362,9203,1.0,59.0,0.0,859.0,1124,,,,2467,,,,,5666.0,386.0,138,5.0,3.0,1.0,648,2929,2686,44092.0,3
2003,7,527,8.0,17,100.0,409,6100,188.0,196.0,3228.0,763,174,2541,324,1395,426,4,0.0,1018.0,22.0,278.0,,2511,9456,1669,729,36.0,573.0,,6595,9602,0.0,48.0,3.0,977.0,1207,,,,2384,,,,,5571.0,335.0,117,3.0,1.0,1.0,652,2839,2541,44673.0,3
2003,8,500,4.0,10,94.0,399,5834,205.0,187.0,3251.0,582,164,2520,306,1491,349,2,0.0,1040.0,18.0,226.0,,2592,9290,1590,726,41.0,534.0,,6344,9235,1.0,50.0,6.0,900.0,1165,,,,2378,,,,,5288.0,384.0,181,5.0,4.0,0.0,608,2880,2520,42511.0,3
2003,9,512,4.0,16,102.0,271,6057,217.0,182.0,3184.0,571,188,2524,271,1504,377,1,1.0,1202.0,26.0,239.0,,2790,9694,1543,696,34.0,656.0,,6738,9667,1.0,77.0,4.0,966.0,1135,,,,2381,,,,,5825.0,428.0,107,4.0,2.0,0.0,634,3083,2524,44508.0,3
2003,10,489,1.0,16,132.0,345,6184,210.0,187.0,3566.0,563,143,2701,363,1457,345,0,1.0,1277.0,26.0,242.0,,2789,9907,1553,689,31.0,645.0,,6772,9690,0.0,121.0,3.0,1014.0,1192,,,,2292,,,,,5704.0,384.0,96,6.0,4.0,0.0,638,3079,2701,45199.0,3
2003,11,528,3.0,12,75.0,323,6849,232.0,174.0,3392.0,523,154,2429,327,1443,366,2,0.0,1130.0,14.0,233.0,,2520,9141,1560,758,39.0,653.0,,6518,9528,1.0,88.0,5.0,954.0,1174,,,,2141,,,,,6042.0,435.0,104,5.0,4.0,0.0,618,2939,2429,44024.0,3
2003,12,553,2.0,12,71.0,325,7656,221.0,241.0,3825.0,544,183,2669,412,1585,303,5,2.0,1140.0,20.0,281.0,,2721,9865,1488,923,23.0,608.0,,6949,9991,1.0,88.0,5.0,844.0,978,,,,2168,,,,,6347.0,389.0,129,2.0,5.0,0.0,638,3028,2669,45787.0,3
2004,1,578,4.0,12,77.0,303,6553,246.0,187.0,3239.0,461,169,2673,292,1384,321,1,4.0,1304.0,26.0,229.0,,2873,9737,1746,808,34.0,793.0,,6927,10308,0.0,95.0,4.0,963.0,1079,,,,2301,,,,,6270.0,437.0,144,11.0,1.0,0.0,671,3009,2673,45289.0,3
2004,2,540,5.0,16,65.0,317,6459,199.0,178.0,3167.0,469,163,2292,279,1431,404,1,3.0,1076.0,17.0,253.0,,2678,9066,1581,813,51.0,719.0,,6855,10019,1.0,87.0,4.0,841.0,1041,,,,1984,,,,,5156.0,396.0,105,3.0,6.0,0.0,626,2911,2292,42331.0,3
2004,3,529,1.0,17,81.0,340,6458,258.0,185.0,3218.0,545,180,2777,388,1529,456,5,0.0,1392.0,20.0,283.0,,2947,10522,1697,744,47.0,804.0,,7365,10657,0.0,124.0,4.0,1047.0,997,,,,2245,,,,,5887.0,396.0,98,5.0,4.0,0.0,628,3377,2777,47564.0,3
2004,4,514,1.0,21,68.0,271,6197,239.0,219.0,3155.0,536,150,2894,422,1890,454,3,1.0,996.0,18.0,219.0,,2342,9925,1716,684,64.0,714.0,,6546,9724,1.0,78.0,3.0,998.0,959,,,,2370,,,,,5443.0,409.0,111,4.0,3.0,0.0,604,3340,2894,44907.0,3
2004,5,605,5.0,18,103.0,341,6057,195.0,202.0,3654.0,562,148,3059,480,1692,384,5,0.0,1396.0,11.0,226.0,,1917,9880,1775,673,60.0,729.0,,6706,9943,0.0,126.0,1.0,1031.0,1113,,,,2599,,,,,5443.0,382.0,110,6.0,6.0,0.0,731,3472,3059,46305.0,3
2004,6,502,1.0,13,75.0,243,5470,216.0,190.0,3128.0,528,152,2789,419,1594,439,1,2.0,1371.0,10.0,253.0,,1847,9405,1617,763,66.0,798.0,,6561,9805,2.0,110.0,6.0,1102.0,1089,,,,2292,,,,,5028.0,321.0,81,3.0,3.0,0.0,591,3404,2789,44850.0,3
2004,7,505,2.0,15,69.0,293,5351,195.0,231.0,3276.0,571,162,2851,367,1763,587,4,0.0,1069.0,19.0,242.0,,1830,9465,1618,775,177.0,781.0,,6089,9440,0.0,55.0,2.0,1097.0,982,,,,2299,,,,,4979.0,365.0,105,3.0,7.0,0.0,591,3419,2851,45077.0,3
2004,8,521,6.0,14,90.0,332,6196,276.0,239.0,3341.0,455,133,2494,305,1946,569,1,0.0,799.0,15.0,219.0,,1531,8467,1554,751,226.0,899.0,,6205,9635,0.0,77.0,1.0,1070.0,1090,,,,2136,,,,,5414.0,353.0,120,4.0,2.0,0.0,631,3314,2494,47004.0,3
2004,9,507,2.0,21,86.0,293,6612,282.0,238.0,3480.0,546,122,2610,352,2059,711,2,0.0,475.0,5.0,165.0,,1154,8201,1493,702,298.0,878.0,,5976,9347,1.0,68.0,1.0,980.0,944,,,,2069,,,,,5465.0,382.0,104,3.0,0.0,0.0,616,3245,2610,46447.0,3
2004,10,522,6.0,13,114.0,320,6477,272.0,209.0,3397.0,472,141,2745,408,2268,756,6,5.0,388.0,9.0,195.0,,1252,8645,1608,786,270.0,848.0,,6135,9647,1.0,86.0,5.0,1089.0,937,,,,2218,,,,,5307.0,375.0,86,3.0,10.0,0.0,655,3412,2745,46514.0,3
2004,11,570,4.0,18,90.0,285,6235,280.0,193.0,3343.0,518,177,2645,428,2281,716,3,2.0,437.0,14.0,227.0,,1297,8745,1527,761,318.0,773.0,,6531,9910,2.0,103.0,5.0,1141.0,914,,,,2073,,,,,5366.0,347.0,79,3.0,1.0,0.0,682,3434,2645,46496.0,3
2004,12,545,2.0,7,65.0,310,6943,259.0,259.0,3755.0,500,163,2579,574,2419,699,5,3.0,381.0,30.0,265.0,,1227,8845,1517,975,331.0,843.0,,6669,10335,2.0,149.0,1.0,1225.0,862,,,,1936,,,,,5585.0,396.0,87,0.0,7.0,0.0,619,3499,2579,47478.0,3
2005,1,607,6.0,19,72.0,385,7052,334.0,220.0,3342.0,428,155,2747,402,2424,650,1,4.0,441.0,25.0,166.0,,1304,8747,1749,991,282.0,1074.0,,6784,10880,2.0,173.0,5.0,1196.0,979,,,,2209,,,,,5920.0,413.0,87,2.0,1.0,0.0,704,3515,2747,47294.0,3
2005,2,619,4.0,12,59.0,306,5856,260.0,184.0,2643.0,434,147,2610,421,2537,614,6,4.0,410.0,19.0,156.0,,1345,8703,1521,1107,275.0,989.0,,6341,10233,1.0,191.0,9.0,1016.0,840,,,,2129,,,,,4768.0,317.0,84,3.0,3.0,1.0,694,3561,2610,44168.0,3
2005,3,682,2.0,26,94.0,345,6749,317.0,249.0,3034.0,464,167,3056,442,2876,811,1,11.0,553.0,19.0,174.0,,1621,10195,1811,943,340.0,1291.0,,6613,10998,0.0,235.0,5.0,1277.0,1011,,,,2459,,,,,5885.0,423.0,86,7.0,4.0,1.0,804,4240,3056,50182.0,3
2005,4,526,3.0,15,67.0,340,6751,289.0,238.0,3227.0,438,133,3051,357,2701,852,3,2.0,589.0,20.0,159.0,,1599,9904,1767,914,348.0,1188.0,,6183,10400,0.0,271.0,14.0,1182.0,967,,,,2566,,,,,5808.0,393.0,57,6.0,3.0,1.0,611,4142,3051,49051.0,3
2005,5,561,6.0,19,93.0,387,6408,305.0,273.0,3175.0,465,149,2999,359,3026,892,1,3.0,624.0,25.0,164.0,,1557,10264,1927,1026,386.0,1228.0,,6332,10899,1.0,251.0,6.0,1382.0,987,,,,2578,,,,,5404.0,384.0,51,3.0,1.0,2.0,679,4542,2999,49975.0,3
2005,6,488,5.0,17,116.0,305,6131,282.0,246.0,3061.0,422,144,2522,397,3018,826,2,11.0,624.0,15.0,149.0,,1367,9497,1797,1036,352.0,1197.0,,6326,10708,0.0,269.0,10.0,1375.0,973,,,,2172,,,,,5280.0,339.0,73,4.0,1.0,0.0,626,4468,2522,49133.0,3
2005,7,580,5.0,22,90.0,302,5884,246.0,271.0,2960.0,449,165,2442,351,3041,843,2,7.0,610.0,19.0,128.0,,1377,9434,1806,994,365.0,1216.0,,6111,10492,2.0,163.0,30.0,1413.0,981,,,,1872,,,,,4872.0,312.0,72,2.0,1.0,0.0,697,4494,2442,46539.0,3
2005,8,562,6.0,18,119.0,295,6701,296.0,198.0,2980.0,406,185,2457,400,3253,783,2,7.0,701.0,18.0,153.0,,1427,9792,1715,1087,435.0,1370.0,,6824,11431,0.0,142.0,4.0,1485.0,1073,,,,2025,,,,,5894.0,372.0,91,5.0,1.0,0.0,705,4737,2457,50486.0,3
2005,9,533,4.0,12,111.0,348,6067,356.0,225.0,2879.0,368,145,2636,341,3049,768,0,8.0,563.0,18.0,127.0,,812,8835,1723,1010,343.0,1250.0,,4962,9288,0.0,124.0,5.0,1365.0,984,,,,2108,,,,,5010.0,322.0,67,3.0,2.0,2.0,660,4380,2636,47128.0,3
2005,10,503,4.0,15,105.0,304,7335,331.0,237.0,3081.0,404,139,2777,312,3436,771,0,6.0,641.0,11.0,140.0,,820,9457,1781,1170,381.0,1459.0,,5230,10021,0.0,126.0,8.0,1240.0,1017,,,,2060,,,,,5713.0,415.0,85,4.0,1.0,0.0,627,4848,2777,50144.0,3
2005,11,495,9.0,16,95.0,315,6269,267.0,204.0,2731.0,353,150,2781,344,3362,779,2,3.0,592.0,13.0,137.0,,790,9306,1916,1263,404.0,1303.0,,5297,10183,4.0,124.0,5.0,1458.0,893,,,,2118,,,,,5157.0,334.0,76,1.0,3.0,0.0,615,4733,2781,47712.0,3
2005,12,464,5.0,19,77.0,274,6746,282.0,240.0,3295.0,391,164,2612,496,3357,756,0,6.0,565.0,17.0,135.0,,804,9303,1809,1487,428.0,1402.0,,5674,10800,0.0,151.0,9.0,1497.0,1056,,,,2036,,,,,5210.0,373.0,82,2.0,3.0,2.0,565,4678,2612,49604.0,3
2006,1,480,4.0,12,66.0,285,7247,311.0,212.0,3067.0,338,145,2660,345,3421,828,3,8.0,560.0,11.0,112.0,,853,9284,1834,1461,372.0,1640.0,,5942,11249,0.0,172.0,5.0,1480.0,1061,516.0,353.0,214.0,2034,1265.0,334.0,701.0,51.0,6001.0,436.0,75,6.0,1.0,0.0,562,4809,2660,51469.0,3
2006,2,521,4.0,20,70.0,346,7165,270.0,181.0,2486.0,436,154,2840,386,3347,728,5,5.0,530.0,10.0,102.0,,931,9474,1808,2059,361.0,1508.0,,5674,11410,0.0,172.0,2.0,1337.0,1009,459.0,374.0,193.0,2043,1382.0,360.0,634.0,41.0,5595.0,392.0,85,6.0,2.0,0.0,615,4605,2840,49979.0,3
2006,3,607,6.0,23,92.0,362,6962,281.0,239.0,2751.0,424,148,3087,369,3499,769,4,3.0,570.0,22.0,142.0,,828,9865,1837,1427,357.0,1420.0,,5912,10953,0.0,168.0,2.0,1463.0,879,350.0,355.0,196.0,2245,1367.0,395.0,754.0,46.0,5580.0,381.0,73,2.0,4.0,0.0,728,4838,3087,51043.0,3
2006,4,579,3.0,30,101.0,336,6185,222.0,213.0,2763.0,469,160,3098,371,4009,936,3,9.0,694.0,9.0,151.0,,986,10895,1892,1414,440.0,1540.0,,5809,11095,0.0,137.0,0.0,1276.0,921,392.0,337.0,211.0,2217,1378.0,319.0,638.0,24.0,5106.0,359.0,52,1.0,3.0,0.0,713,5639,3098,50239.0,3
2006,5,548,4.0,13,89.0,357,5527,254.0,230.0,2949.0,473,170,3223,393,4104,941,8,5.0,808.0,18.0,166.0,,829,11138,1975,1480,521.0,1827.0,,5800,11603,1.0,122.0,10.0,1540.0,994,415.0,378.0,225.0,2320,1320.0,293.0,815.0,110.0,4950.0,336.0,80,8.0,3.0,1.0,654,5853,3223,51647.0,3
2006,6,475,7.0,10,102.0,317,5954,278.0,189.0,2750.0,398,135,2740,339,3812,892,5,0.0,725.0,11.0,141.0,,857,10055,1924,1450,427.0,1641.0,,5494,10936,1.0,92.0,5.0,1443.0,924,389.0,325.0,229.0,2092,1212.0,299.0,704.0,37.0,5007.0,349.0,63,1.0,2.0,0.0,594,5429,2740,48803.0,3
2006,7,478,5.0,15,88.0,268,5705,272.0,232.0,3071.0,373,153,2627,341,3898,924,6,0.0,702.0,21.0,182.0,,797,10024,2041,1633,459.0,1739.0,,5918,11790,1.0,82.0,7.0,1586.0,1038,404.0,431.0,224.0,2198,1261.0,272.0,840.0,31.0,4850.0,356.0,69,4.0,3.0,1.0,586,5524,2627,50777.0,3
2006,8,471,6.0,14,124.0,324,6259,263.0,242.0,3042.0,380,161,2662,391,3959,884,3,6.0,754.0,21.0,180.0,,823,10224,1942,1627,501.0,1805.0,,6174,12049,0.0,107.0,12.0,1607.0,1005,444.0,386.0,201.0,2208,1308.0,289.0,899.0,43.0,5463.0,385.0,62,2.0,2.0,0.0,615,5597,2662,52511.0,3
2006,9,521,3.0,19,75.0,329,5890,251.0,221.0,3120.0,362,147,2877,371,3912,860,0,7.0,692.0,18.0,172.0,,799,10217,1815,1444,501.0,1631.0,,5473,10864,1.0,117.0,6.0,1553.0,939,425.0,342.0,189.0,2173,1331.0,273.0,745.0,34.0,5075.0,390.0,73,7.0,2.0,0.0,618,5464,2877,49377.0,3
2006,10,552,2.0,13,87.0,358,6250,277.0,196.0,3080.0,366,151,2939,395,4197,906,2,11.0,680.0,15.0,168.0,,1429,11259,2000,1503,487.0,1675.0,,7197,12862,0.0,219.0,4.0,1735.0,839,383.0,286.0,186.0,2383,1361.0,288.0,671.0,37.0,5122.0,413.0,69,6.0,0.0,0.0,654,5783,2939,51934.0,3
2006,11,527,7.0,16,88.0,307,5847,257.0,227.0,3005.0,412,137,2871,424,4150,865,5,7.0,642.0,15.0,183.0,,1360,11071,1833,1579,499.0,1644.0,,7315,12870,0.0,254.0,15.0,1690.0,786,310.0,314.0,179.0,2186,1240.0,296.0,807.0,29.0,4572.0,366.0,57,2.0,1.0,0.0,638,5657,2871,50619.0,3
2006,12,564,4.0,23,81.0,433,6559,264.0,247.0,3236.0,390,126,2700,441,4032,830,2,3.0,605.0,12.0,164.0,,1276,10581,1736,1867,534.0,1813.0,,7243,13193,2.0,219.0,5.0,1584.0,692,283.0,262.0,159.0,1974,1173.0,237.0,712.0,26.0,4479.0,399.0,68,4.0,4.0,0.0,672,5467,2700,50853.0,3
2007,1,526,7.0,7,117.0,307,6063,313.0,182.0,2854.0,329,131,2843,414,4270,839,2,4.0,607.0,17.0,158.0,,1344,10958,1964,1856,411.0,1842.0,,7398,13471,0.0,144.0,2.0,1860.0,805,351.0,310.0,163.0,2184,1315.0,291.0,770.0,44.0,5359.0,397.0,88,3.0,1.0,0.0,657,5716,2843,51514.0,3
2007,2,486,3.0,11,90.0,301,6345,228.0,185.0,2750.0,316,129,2578,309,4201,762,1,6.0,537.0,8.0,143.0,,1340,10330,1861,2374,428.0,1603.0,,7036,13302,1.0,81.0,1.0,1658.0,824,413.0,293.0,138.0,2039,1282.0,273.0,628.0,28.0,5048.0,375.0,73,1.0,2.0,0.0,590,5500,2578,49494.0,3
2007,3,640,8.0,22,111.0,408,7134,289.0,233.0,3235.0,392,159,3348,506,4861,996,5,3.0,690.0,11.0,172.0,,1546,12689,1909,1802,509.0,1550.0,,7603,13373,0.0,140.0,0.0,1932.0,886,387.0,338.0,179.0,2338,1333.0,331.0,985.0,38.0,5978.0,474.0,100,11.0,6.0,1.0,781,6547,3348,56991.0,3
2007,4,572,3.0,15,131.0,367,6480,249.0,250.0,3279.0,432,164,2785,374,4809,875,1,3.0,654.0,13.0,145.0,,1272,11527,1713,1757,505.0,1386.0,,6848,12209,2.0,114.0,4.0,1659.0,825,348.0,323.0,174.0,1964,1386.0,329.0,789.0,46.0,5385.0,390.0,73,2.0,1.0,0.0,721,6338,2785,51559.0,3
2007,5,466,3.0,17,137.0,365,5377,257.0,242.0,3315.0,432,140,2783,392,5232,960,3,2.0,686.0,13.0,214.0,,1298,12155,1821,1984,641.0,1647.0,,7294,13387,0.0,68.0,11.0,2036.0,899,333.0,375.0,216.0,2230,1598.0,344.0,925.0,34.0,4754.0,342.0,59,3.0,5.0,0.0,623,6878,2783,53550.0,3
2007,6,445,3.0,17,108.0,303,5463,255.0,242.0,3499.0,404,133,2547,376,5080,869,2,2.0,648.0,11.0,191.0,,1231,11494,1778,1892,608.0,1372.0,,6972,12622,0.0,50.0,3.0,1908.0,837,300.0,382.0,171.0,2022,1431.0,281.0,951.0,51.0,4788.0,415.0,57,3.0,0.0,0.0,573,6597,2547,51486.0,3
2007,7,457,3.0,10,81.0,315,5464,238.0,292.0,3191.0,404,131,2288,338,4534,784,1,3.0,564.0,11.0,214.0,,1167,10439,1689,1892,564.0,1354.0,,6856,12355,1.0,89.0,4.0,1943.0,846,315.0,402.0,148.0,1963,1574.0,244.0,949.0,51.0,4880.0,356.0,50,3.0,1.0,0.0,551,5882,2288,50595.0,3
2007,8,524,3.0,14,127.0,377,5614,260.0,266.0,3316.0,387,145,2470,342,5253,913,1,4.0,640.0,16.0,210.0,,1244,11625,1797,1967,613.0,1463.0,,7170,13010,1.0,92.0,6.0,2019.0,846,303.0,375.0,188.0,2122,1482.0,297.0,1071.0,64.0,5080.0,386.0,43,3.0,1.0,2.0,668,6806,2470,53477.0,3
2007,9,447,1.0,16,125.0,338,6336,292.0,299.0,3658.0,354,123,2375,327,5197,834,2,3.0,698.0,21.0,199.0,,1224,11357,1830,1871,554.0,1485.0,,7147,12887,0.0,93.0,2.0,1836.0,770,282.0,363.0,151.0,2100,1557.0,277.0,883.0,29.0,5349.0,397.0,47,8.0,0.0,2.0,589,6729,2375,52666.0,3
2007,10,486,1.0,23,113.0,309,6332,285.0,258.0,3480.0,396,151,2462,324,5476,846,3,7.0,674.0,9.0,214.0,,1256,11818,1817,2113,606.0,1566.0,,7609,13711,0.0,103.0,3.0,2024.0,862,319.0,377.0,192.0,1884,1499.0,333.0,1020.0,56.0,5567.0,395.0,50,3.0,1.0,2.0,623,6996,2462,55307.0,3
2007,11,528,3.0,17,110.0,324,6146,289.0,200.0,3230.0,371,130,2501,383,5229,763,2,6.0,581.0,8.0,190.0,,1154,11318,1806,1940,582.0,1402.0,,7371,13101,0.0,91.0,3.0,1857.0,847,307.0,373.0,191.0,1827,1523.0,302.0,759.0,56.0,5109.0,360.0,50,0.0,4.0,2.0,658,6573,2501,51733.0,3
2007,12,556,6.0,23,80.0,373,7154,267.0,273.0,3536.0,397,131,2510,387,5352,810,1,2.0,613.0,16.0,160.0,,1333,11712,1683,2379,638.0,1599.0,,7423,13722,0.0,77.0,3.0,1766.0,698,276.0,285.0,152.0,1779,1402.0,225.0,827.0,49.0,5309.0,346.0,76,0.0,1.0,0.0,665,6775,2510,53312.0,3
2008,1,538,5.0,11,109.0,308,6256,257.0,201.0,2974.0,376,122,2496,352,5651,828,4,7.0,684.0,17.0,165.0,,1358,12060,1815,2502,591.0,1827.0,,7795,14530,1.0,113.0,4.0,2115.0,727,271.0,332.0,141.0,2021,1363.0,265.0,867.0,60.0,5553.0,416.0,60,3.0,1.0,0.0,663,7163,2496,55329.0,3
2008,2,505,5.0,21,109.0,325,6012,257.0,183.0,2943.0,418,125,2400,238,5483,836,1,6.0,680.0,16.0,156.0,,1263,11622,1756,2854,605.0,1769.0,,7601,14585,0.0,173.0,1.0,1851.0,737,285.0,333.0,138.0,1732,1451.0,279.0,854.0,48.0,4901.0,361.0,68,1.0,1.0,0.0,640,6999,2400,52685.0,3
2008,3,527,2.0,21,140.0,340,6637,330.0,257.0,3653.0,421,129,2401,274,5377,919,3,5.0,699.0,19.0,184.0,,1156,11587,1844,1935,643.0,1591.0,,7505,13518,0.0,149.0,5.0,2180.0,882,361.0,381.0,160.0,1717,1490.0,260.0,990.0,47.0,5593.0,396.0,67,1.0,2.0,0.0,690,6995,2401,54890.0,3
2008,4,475,4.0,13,147.0,325,6017,292.0,220.0,3507.0,381,99,2179,269,5538,923,1,6.0,630.0,10.0,186.0,,1154,11376,1766,1871,604.0,1640.0,,7474,13355,0.0,132.0,6.0,2161.0,854,367.0,373.0,140.0,1693,1510.0,268.0,981.0,43.0,5220.0,392.0,52,2.0,2.0,0.0,639,7091,2179,53085.0,3
2008,5,412,2.0,22,147.0,334,5687,263.0,250.0,3609.0,412,114,2251,302,5703,856,5,2.0,649.0,16.0,197.0,,1127,11634,1781,2108,677.0,1807.0,,7708,14081,1.0,140.0,9.0,2081.0,848,322.0,394.0,149.0,1851,1532.0,294.0,862.0,32.0,5181.0,321.0,55,2.0,0.0,0.0,583,7208,2251,53450.0,3
2008,6,402,4.0,19,105.0,314,5493,309.0,220.0,3375.0,407,118,2100,225,5548,771,2,4.0,728.0,18.0,154.0,,1190,11265,1779,2026,674.0,1739.0,,7609,13827,1.0,122.0,2.0,2012.0,842,339.0,393.0,143.0,1653,1507.0,263.0,844.0,50.0,4858.0,415.0,49,4.0,3.0,1.0,530,7047,2100,52578.0,3
2008,7,413,4.0,21,62.0,286,5634,295.0,233.0,3273.0,400,100,2207,258,5918,735,6,2.0,696.0,10.0,165.0,,1271,11768,1714,2323,663.0,1750.0,,7716,14166,1.0,142.0,4.0,2056.0,717,292.0,290.0,154.0,1746,1559.0,276.0,1092.0,41.0,5160.0,436.0,45,1.0,3.0,0.0,500,7349,2207,54643.0,3
2008,8,430,10.0,18,30.0,333,6085,321.0,253.0,3339.0,379,129,2307,237,5602,785,9,5.0,717.0,17.0,249.0,,1313,11749,1894,2243,681.0,1729.0,,7476,14023,0.0,121.0,7.0,2012.0,703,279.0,298.0,142.0,1667,1428.0,263.0,1062.0,69.0,5412.0,465.0,43,8.0,2.0,0.0,488,7104,2307,54629.0,3
2008,9,435,4.0,25,62.0,332,5873,356.0,214.0,3484.0,394,134,2308,226,5625,796,8,3.0,798.0,10.0,213.0,,1221,11736,1772,2146,639.0,1868.0,,7484,13909,2.0,134.0,7.0,1858.0,776,328.0,324.0,137.0,1670,1384.0,294.0,943.0,56.0,5380.0,463.0,37,4.0,2.0,0.0,526,7219,2308,54732.0,3
2008,10,557,1.0,24,74.0,357,6598,438.0,233.0,3739.0,454,141,2630,278,6186,922,1,6.0,907.0,14.0,189.0,,1325,13053,1832,2367,676.0,1956.0,,7997,14828,0.0,150.0,6.0,1878.0,797,335.0,345.0,133.0,1885,1645.0,303.0,769.0,43.0,5893.0,488.0,35,2.0,4.0,1.0,656,8015,2630,59018.0,3
